affy_U133Plus2
Genbank Acc	GO
BM759658	
BM759658	
AK091836	
BF216298	
R17062	
BC040959	
BC006303	
AK095188	
H75391	
AL833817	
BM460264	
AL833104	
AL355741	
AK097492	
BC042590	
BU846215	
BI756357	
BC040652	
BC043202	
BC040703	
BF792268	
BC036252	
BC040901	
BC040901	
BC037953	
BC043558	
BC039381	
BC031939	
BC039553	
BC039553	
AI371649	
AI371649	
BM023555	
AL137360	
AL109784	
AL834438	
AL832251	
AL705707	
AL705707	
AL833207	
AK024304	
AL832086	
AK095277	
AK096134	
BC041460	
BI088045	
H62781	
AK056419	
BC040586	
AL832694	
BC033251	
AK074849	
BC025741	
AK096369	
BE504795	
AL831859	
BU568278	
AA609488	
AA609488	
BC030138	
AK055062	
BC041941	
BF512903	
AL831831	
AK023308	GO:0000139(Golgi membrane) GO:0004571(mannosyl-oligosaccharide 1,2-alpha-mannosidase activity) GO:0005509(calcium ion binding) GO:0005795(Golgi stack) GO:0005975(carbohydrate metabolism) GO:0006487(protein amino acid N-linked glycosylation) GO:0016020(membrane) GO:0016021(integral to membrane) GO:0016787(hydrolase activity) GO:0016798(hydrolase activity, acting on glycosyl bonds) EC 3 EC 3.2 EC 3.2.1.113
BQ717575	
BC033511	
AL703282	
AL703282	
AK093424	
AI086192	
AK096092	
BE468029	
D55640	
BQ188678	
BC042098	
AK093203	
AL833433	
CA446227	
AK094580	
CA390440	
BC042080	
R24798	
BC021677	
AK056349	
AK056349	
AK098265	
AA827203	
BC037494	
BC029259	
BC029259	
AJ421679	
AJ421679	
BC042469	
BC043567	
BC028192	
BM722867	
BC037976	
BC037976	
BC043510	
BC043510	
BC037234	
AF195420	
AF090916	
BC034421	
BC038791	
BU928170	
BU928170	
BC039665	
BC026063	
BC012344	
BC033513	
BC033513	
BC043547	
BG945200	
BG115434	
BC021296	
BC021296	
C18590	
BC039376	
BC039376	
BI598673	
AK000842	
AK000842	
BC032767	
AF086318	
AF086215	
AF086027	
AF086027	
H79694	
BC018681	
AF143879	
X73875	
AB082529	
AL137447	
BC017945	GO:0004756(selenide, water dikinase activity) GO:0005524(ATP binding) GO:0007444(imaginal disc development) GO:0008283(cell proliferation) GO:0016260(selenocysteine biosynthesis) EC 2.7.9.3
BU680596	
BC042556	
BC017173	
BC042536	
BC042533	
AK095502	
BC042892	
BC042892	
BC041394	
AL832797	
BF355863	
AL833017	
AK056624	
AI374871	
BC043167	
AK025141	
AI301670	
AK096662	GO:0000004(biological process unknown) GO:0005554(molecular function unknown) GO:0008372(cellular component unknown)
AK074456	
AF237652	
AI024349	
BC018898	
AK096601	
AL713753	
BE407830	
BC036933	
AK097954	
AK095101	
AI471954	
BC039521	
AA305027	
AI885742	
H41167	
AK057428	
BC036577	
AK093070	
AK097952	
AK027041	
AK097019	GO:0000004(biological process unknown) GO:0003676(nucleic acid binding) GO:0005554(molecular function unknown) GO:0005622(intracellular) GO:0005634(nucleus) GO:0006355(regulation of transcription, DNA-dependent) GO:0008372(cellular component unknown)
BC028204	
BC035386	
BC019031	
AK097335	
AK093345	
AK093370	
BC039091	
BC037819	
BC042907	
BF724577	
BC041007	
BC012943	
AK024712	
BC014370	
BC018651	
BC025328	
BC009463	
BC039495	
BC039495	
BC029839	
AF090906	
BC039680	
BC037383	
BC040697	
BC040697	
BF674069	
BF674069	
BC016907	
BC020877	
AF272379	
BC042913	
BC037941	
AF329692	
BC040937	
BC033941	
AK056982	
BC038546	
BC038546	
BC018364	
BC025775	
AF086355	
BC038538	
BM463827	GO:0000004(biological process unknown) GO:0003676(nucleic acid binding) GO:0003677(DNA binding) GO:0005554(molecular function unknown) GO:0005622(intracellular) GO:0005634(nucleus) GO:0006355(regulation of transcription, DNA-dependent) GO:0008372(cellular component unknown)
AF147427	
AF147427	
BC038540	
BC014362	
BF194851	
BC018139	
AK095667	
AK026561	
BM194465	
BM007312	
BC029446	GO:0005739(mitochondrion) GO:0005743(mitochondrial inner membrane) GO:0005744(mitochondrial inner membrane presequence translocase complex) GO:0006605(protein targeting) GO:0006626(protein targeting to mitochondrion) GO:0006810(transport) GO:0006886(intracellular protein transport) GO:0008565(protein transporter activity) GO:0015031(protein transport) GO:0015450(protein translocase activity) GO:0016020(membrane) GO:0016021(integral to membrane)
AL080280	
BQ719879	
T95152	
BC029471	
BC029471	
AB004851	
AF307448	
AW138916	
AF086464	
BC039447	
BC039429	
BC039429	
BC031683	
BC031683	
BF997225	
AL700385	
BI458366	
BG000693	
BF343599	
BC038723	
BC038723	
BC040713	
AI860098	GO:0000004(biological process unknown) GO:0003678(DNA helicase activity) GO:0004003(ATP-dependent DNA helicase activity) GO:0006338(chromatin remodeling) GO:0016585(chromatin remodeling complex) GO:0016887(ATPase activity)
AI860098	GO:0000004(biological process unknown) GO:0003678(DNA helicase activity) GO:0004003(ATP-dependent DNA helicase activity) GO:0006338(chromatin remodeling) GO:0016585(chromatin remodeling complex) GO:0016887(ATPase activity)
AK000454	GO:0005216(ion channel activity) GO:0005244(voltage-gated ion channel activity) GO:0005245(voltage-gated calcium channel activity) GO:0005261(cation channel activity) GO:0005262(calcium channel activity) GO:0005509(calcium ion binding) GO:0005886(plasma membrane) GO:0005891(voltage-gated calcium channel complex) GO:0006810(transport) GO:0006811(ion transport) GO:0006812(cation transport) GO:0006816(calcium ion transport) GO:0016020(membrane) GO:0016021(integral to membrane)
T56980	
AI140607	
AI140607	
AF147429	
AF147429	
BF109699	
BG396868	
BC035731	
AK096036	
BC037827	
BC037827	
BG680343	
BC037860	
BC009050	
BG256635	
AL832282	
BC015824	
AI862153	
AI243406	
BC038371	
BC035768	
AB075842	GO:0000004(biological process unknown) GO:0005554(molecular function unknown) GO:0008372(cellular component unknown)
AA911569	
BQ636703	
BQ636703	
BC042069	
AK091504	
BG911806	
BG911806	
BG911806	
AK092544	
BI917658	
BG501482	
BG337478	
BC035902	
AK092432	
AK024125	
AI133523	
AI133523	
AK074973	GO:0016253(UDP-N-acetylglucosamine-peptide N-acetylglucosaminyltransferase activity) GO:0017122(UDP-N-acetylglucosamine-peptide N-acetylglucosaminyltransferase complex)
H44077	
BI869014	
BC043583	
AK094652	
AK094652	
BC035383	
AK094644	
BC037944	
AK094203	
AK094203	
BC035360	
R19413	
AK090834	
AL833097	
AK090909	
AK097779	
AK095462	
AK027319	
AA127813	
BM041827	
AI125337	
R93968	
AK093779	
BM452172	
BM452172	
BM709337	
AL832896	
BG717042	
BC015907	
BC039551	
BC020812	
BC033321	
T94585	
AL119889	
AF075104	
AL708055	
AL832054	
AL702091	
AL833239	
BC041381	
BC041381	
AL833509	
AK092243	
CA311143	
CA311143	
AB067524	
CA425039	
BC041488	
AK095266	GO:0003677(DNA binding) GO:0003682(chromatin binding) GO:0003700(transcription factor activity) GO:0005634(nucleus) GO:0005667(transcription factor complex) GO:0006355(regulation of transcription, DNA-dependent) GO:0007275(development) GO:0030154(cell differentiation) GO:0043524(negative regulation of neuron apoptosis) GO:0043565(sequence-specific DNA binding) GO:0045449(regulation of transcription)
AL834286	
AL832685	
BC043642	
BC043182	
BC042463	
AA193477	
AA193477	
AW082217	
AK054833	
AK091142	
AL832468	
BC028378	
CA420494	
AK074886	
AL713721	
CA431087	
AK056556	
BQ710453	
BC040919	
BC012484	
BC035400	
BQ027290	
AW118011	
BC014173	
AK058041	
AJ301610	GO:0004872(receptor activity) GO:0004970(ionotropic glutamate receptor activity) GO:0005215(transporter activity) GO:0005216(ion channel activity) GO:0005234(glutamate-gated ion channel activity) GO:0005261(cation channel activity) GO:0005267(potassium channel activity) GO:0005615(extracellular space) GO:0006810(transport) GO:0006811(ion transport) GO:0006813(potassium ion transport) GO:0007268(synaptic transmission) GO:0008328(ionotropic glutamate receptor complex) GO:0015277(kainate selective glutamate receptor activity) GO:0016020(membrane) GO:0016021(integral to membrane) GO:0042802(identical protein binding) GO:0045211(postsynaptic membrane)
BC041865	
BQ942131	
AK095986	
AA454520	
BU165053	
BU165053	
AK092082	
AK026500	
BC040884	
AU134430	
AK097925	
AK097908	
AL832096	
BC043538	
AL601366	
R34775	
AK092931	
AK095036	
AK057583	
AK057583	
BF035734	
BI821213	GO:0005515(protein binding) GO:0005739(mitochondrion) GO:0006810(transport) GO:0006904(vesicle docking during exocytosis) GO:0007412(axon target recognition) GO:0015031(protein transport) GO:0016188(synaptic vesicle maturation) GO:0016192(vesicle-mediated transport)
AL713663	
AK098298	
AK091342	
AK093126	
BE710530	
BC042094	
BC043405	
BC035905	
AV701600	
AU120130	
AK097282	
BC043375	
BC041437	
BC031280	
AK097618	
BC033530	
BE552105	
BC035828	
AU121616	
AI076068	
BC008839	
BC017041	
BF327463	
AI434253	
AL705986	
AK094770	
BC041461	GO:0003676(nucleic acid binding) GO:0003677(DNA binding) GO:0003700(transcription factor activity) GO:0005507(copper ion binding) GO:0005634(nucleus) GO:0005667(transcription factor complex) GO:0006118(electron transport) GO:0006350(transcription) GO:0006355(regulation of transcription, DNA-dependent) GO:0007275(development) GO:0008270(zinc ion binding) GO:0009055(electron carrier activity) GO:0009314(response to radiation) GO:0020037(heme binding) GO:0045884(regulation of survival gene product activity) GO:0046872(metal ion binding)
AL832260	
BG547620	
BM926839	
BE622247	
AK057367	
AK097784	
BC035844	
BC039526	
AJ277915	
AK097813	
BC039388	
BC035780	
BC029440	
BC037875	
BC039543	
BC016780	
BC035328	
BQ434382	
BC030757	
BF679507	
BC039506	
BC038743	
BC038743	
BC039666	
BC039666	
BC040900	
BC038536	
AA287258	
BC038556	
BC038556	
BC039382	
BC041650	
BC007652	
AL049847	
AA393479	
AV702787	
BG928538	
BC030121	
BG995095	
W25881	
W25881	
AF086010	
AF147411	
N32168	
N32168	
AI240850	
AL833445	
AL833364	
AL831860	
AL832767	
AW172311	
AW172311	
AL834134	
AL832626	
AL834326	
BC037345	
AK095320	
AK091223	
BC036606	
AL080057	
BC040607	
AK094713	
BC036897	
AK096469	
AK024962	
AK098328	
BC038597	
BG619261	
AL833238	
AL833238	
BI823265	
AI800806	
AI800806	
AA598547	
BG996200	
AK074381	
BC042091	
BC042091	
AW294104	
BC041658	
BI599587	
AL832404	
BC022384	
AK097976	
AK097976	
BC035668	
BF336936	
AL833427	
AL832499	
AI183517	
BC041462	
BC041474	
BC041965	
AK092451	
BC043361	
AK095018	
AK027189	
AK096395	
BF346537	
AK098263	
AV723260	
AK056076	
CA439572	
AK090919	
AK096159	
AF388367	
AK055960	
AK055960	
BU856247	
AW304683	
BC004890	
AK026781	
AK056739	
BC041422	
AK057448	
BM563673	
AL833811	
BC043508	
BC026176	
BC026176	
BC033860	
BQ183189	
BC039483	
N27028	
AK093381	
BC027893	
BC040895	
BM728509	
AK092134	
AF290476	
AK054643	
BC036927	
BC034423	
BC022408	
BC028111	
BC028028	
AK097466	
BC014487	
BC016722	
BC011998	
BC014174	
AK098646	
AK098646	
BC035733	
BC039516	
BC023258	
BC043585	
BC039395	
AK092393	
BC008215	
BC039181	
AL713694	
BC043372	
BC043011	
BQ027635	
BC043554	
BC039517	
BC041470	
BC041470	
BC039682	
BC039546	
BC042678	
BC026233	
BC029472	
BQ880034	
BU587810	
BC036688	
BC031811	
BC040907	
BC035759	
BC023610	
BC033936	
BC042815	
BC016306	
BC041768	
BC028841	
BC036310	
BC037972	
AL358312	
BC011938	
BC027909	
BC016002	
BC039046	
BC013097	
AL137539	
BC008027	
AK026366	
AW302765	
BC043537	
BC038756	
BC015852	
BC040060	
BC011648	
BC031948	
BC023568	
BC040886	
BC040886	
AI718223	GO:0004601(peroxidase activity) GO:0005739(mitochondrion) GO:0005777(peroxisome) GO:0007031(peroxisome organization and biogenesis) GO:0016209(antioxidant activity) GO:0016491(oxidoreductase activity) EC 1 EC 1.11.1.7
BC035740	
BC015849	
BC007236	
BC033547	
AF086265	
BC020195	
BC018629	
BC022827	
BU565621	
AW626574	
AW626574	
BG720400	
BC035333	
BC036043	
BC033875	
BQ707702	
AK000203	
BC038211	
BG772511	
AA432359	
AF085965	
AY063453	
BG772703	
AV741371	
BC039537	
BC039537	
BC013933	
BI461667	
BI461667	
BG183081	
AI625538	
AI625538	
AL832136	
AK094520	
BG656065	
AL833389	
AL832439	
AL832439	
AL833132	
AK092928	
CA426948	
BC042893	
BC041372	
BC028700	
AK055877	
AL833513	
AL832227	
AL832227	
U37028	GO:0000287(magnesium ion binding) GO:0001846(opsonin binding) GO:0004872(receptor activity) GO:0005509(calcium ion binding) GO:0005515(protein binding) GO:0005634(nucleus) GO:0007155(cell adhesion) GO:0007160(cell-matrix adhesion) GO:0007229(integrin-mediated signaling pathway) GO:0008305(integrin complex) GO:0009897(external side of plasma membrane) GO:0016020(membrane) GO:0016021(integral to membrane) GO:0030593(neutrophil chemotaxis) GO:0045123(cellular extravasation) GO:0050798(activated T cell proliferation)
AK098099	
BU661804	
BC037834	
AL832690	
AL832215	
AL832215	
AK095156	
AK095156	
BC042947	
AW627717	
AL832268	
BC035113	
AL833167	
BC041596	
AK094354	
AL833965	
BC028978	
BC041438	
AI023699	
BQ711690	
AK095530	
N93148	
AK097161	
AK093515	
AL833050	
BG940096	
AK097598	
AK097598	
BC041933	
BC041933	
AL832250	
AI985407	
AI985407	
BM726166	
BC041910	
AK075118	
AL832099	
BC040616	
AK056598	
BC043377	
AK025767	
AL040152	
AL832450	
BU852182	
AK096324	
BC039358	
AK093628	
BC042056	
AK097158	
BC033548	
BC043540	
BC043540	
AK094433	
BC011242	
BQ719658	
AI969355	
AI969355	
AL698576	
AK097810	
AV703843	
AU121725	
AK092139	GO:0003676(nucleic acid binding) GO:0005622(intracellular) GO:0005634(nucleus) GO:0006355(regulation of transcription, DNA-dependent) GO:0008270(zinc ion binding)
AK096944	
BC035326	
BC035326	
BC037269	
BC036878	
BC040019	
AK097414	GO:0000786(nucleosome) GO:0003677(DNA binding) GO:0005634(nucleus) GO:0005694(chromosome) GO:0005737(cytoplasm) GO:0006997(nuclear organization and biogenesis) GO:0007001(chromosome organization and biogenesis (sensu Eukaryota)) GO:0007076(mitotic chromosome condensation) GO:0007275(development) GO:0007283(spermatogenesis) GO:0007286(spermatid development) GO:0030154(cell differentiation) GO:0030261(chromosome condensation)
BI056637	
BU678407	
BC039548	
BC042086	
AU122258	
AL713714	
BC019878	
BC037249	
BC040912	
BC043543	
BF692592	
AK098781	
BM146472	
AI138766	
AI138766	
BG122789	
BC043561	
BC010527	
BC034806	
BC043532	
BC016792	
BG189393	
AF429305	
BC043546	
BC040899	
AL703775	
BC042736	
BC040898	
BC017894	
BC043588	
BC016831	
BC017939	
BC017970	
BC017809	
BC016343	
BC039527	
BE070078	
BG210619	
AL117638	
AF086140	
AF147403	
AF147403	
BM676832	
AF085926	
R07356	
AF085902	
AF086279	
AF086128	
AI703165	
AK057608	
AW419344	
AI971263	
AI971263	
AY040089	
AA399670	
AW779672	
AW779672	
AF086199	
AF086199	
AV658581	
AF088011	
AF088011	
AF086181	
BG773235	
W67993	
AF086314	
BC032909	
H50121	
H50121	
R49603	
BM353437	
T59538	
AF086079	
N21555	
N21555	
BC026360	
BC042381	
BI464448	
AF086203	
AJ011911	
BI461155	
AF086232	
AF086316	
AJ011378	
AK093956	
AK093956	
Z39232	
AF085924	
W92422	
AF085953	
AK055918	
AA693612	
AA693612	
AA012883	
AK097705	
AW237065	
AW237065	
AI652763	
AI652763	
AI223281	GO:0005488(binding) GO:0005739(mitochondrion) GO:0005743(mitochondrial inner membrane) GO:0006810(transport) GO:0015293(symporter activity) GO:0016020(membrane) GO:0016021(integral to membrane)
AW510889	
AK093262	
AI052308	
BC034434	
AL137356	
BI464772	
AF086303	
AF086421	
AF087987	
AF085837	
AF088040	
AF086565	
AF086350	
AF147436	
AF075078	
AF086424	
BF447723	
W74646	
AF088044	
N48590	
AF086295	
AF086231	
AF086443	
AF086019	
W99305	
AF086361	
AF088020	
AF088020	
AF086476	
AF086476	
AF086444	
AF086457	
AF086026	
AF086026	
R01220	
AL833173	
AF143873	
AF088013	
AF088007	
AF147386	
AF088019	
AF088019	
AF086377	
AF087991	
AF085936	
AF086084	
AF087983	
AF086272	
AF086491	
BC043241	
AK074342	
AK074342	
BI596673	
BC035642	
AF088010	
BG719751	
BI596445	
BC032026	
BI548390	
BI548390	
BC039609	
BC039609	
BM459591	
AF086249	GO:0000074(regulation of progression through cell cycle) GO:0000082(G1/S transition of mitotic cell cycle) GO:0004872(receptor activity) GO:0005178(integrin binding) GO:0005515(protein binding) GO:0005886(plasma membrane) GO:0007155(cell adhesion) GO:0007160(cell-matrix adhesion) GO:0007229(integrin-mediated signaling pathway) GO:0007275(development) GO:0008284(positive regulation of cell proliferation) GO:0008305(integrin complex) GO:0016020(membrane) GO:0016021(integral to membrane) GO:0019717(synaptosome) GO:0045596(negative regulation of cell differentiation)
BC039493	
BC039493	
AF143874	
BC018444	
AF086219	
BC038291	
AF086562	
BC039433	
AF147437	
BC036614	
BC033355	
BC041899	
BC043282	
BC033962	
BC015159	
H40356	
H79538	
BF980322	
AF085868	
BC041861	
BC040576	
BC040335	
BC035170	
BC042974	
BC012501	
BC040323	
BC039339	
BC033340	
BC040181	
BC040314	
BC030588	
BC043160	
BC042493	
BC041880	
AL833766	
AK091990	
AK091990	
BC033378	
BC040602	
BC042886	
BC041833	
BC039348	
BU729850	
BC039330	
BC035139	
BC042990	
BC039437	
BC040979	
BC037868	
BC042825	
BC039393	
BC035239	
BC039480	
BC029571	
AF088052	
W61011	
AF086400	
AF086425	
AF086325	
AF086274	
AF088069	
AF085976	
AF086006	
AF086439	
AF088047	
AF088051	
AF085980	
AF085899	
AF085899	
AF086372	
AF086485	
AF086258	
AF086283	
AF086264	
N51700	
AF086474	
AF086396	
AF087982	
AF086225	
AF075064	
AF075113	
W76548	
W69203	
AF086387	
W93230	
AF086437	
AA406058	
T52172	
AF147300	
BC040221	
AK093450	
AK093450	
AK092513	
AU148200	
AK092107	
AK021807	
AI075770	
AF278761	
AF086112	
AF087989	
AF086468	
AF085930	
AF075038	
AL832142	
BC036673	
BC042429	
BC040665	
BC042491	
BM981856	
BC042523	
BC040994	
BC036409	
BC041370	
BC040310	
BC042526	
BC041836	
BC040537	GO:0003677(DNA binding) GO:0005515(protein binding) GO:0005634(nucleus) GO:0006350(transcription) GO:0006355(regulation of transcription, DNA-dependent) GO:0007275(development) GO:0030097(hemopoiesis) GO:0030154(cell differentiation) GO:0030218(erythrocyte differentiation) GO:0030528(transcription regulator activity) GO:0045165(cell fate commitment) GO:0045449(regulation of transcription)
BC035410	
BC041341	
BC041869	
BC042638	
BC041845	
BC040318	
BC034593	
BC034593	
BC036362	GO:0004365(glyceraldehyde-3-phosphate dehydrogenase (phosphorylating) activity) GO:0005737(cytoplasm) GO:0005739(mitochondrion) GO:0006006(glucose metabolism) GO:0006096(glycolysis) GO:0008943(glyceraldehyde-3-phosphate dehydrogenase activity) GO:0016491(oxidoreductase activity) GO:0051287(NAD binding) EC 1 EC 1.2.1.12
BC037211	
BC034640	
BC040575	
BC043208	
AA974620	
BC042565	
BC040238	
BC043155	
BC042052	
BC032840	
BC041352	
BC035177	
BC036321	
AL832262	
BC042524	
AL080195	
BC042953	
