affy_Mouse430_2
Genbank Acc	GO
NM_007416	GO:0000299(integral to membrane of membrane fraction) GO:0001584(rhodopsin-like receptor activity) GO:0001974(blood vessel remodeling) GO:0001975(response to amphetamine) GO:0001985(negative regulation of heart contraction rate in baroreceptor response to increased blood pressure) GO:0001986(decreased strength of heart contraction during baroreceptor response to increased blood pressure) GO:0001987(vasoconstriction of artery during baroreceptor response to lowering of blood pressure) GO:0001994(norepinephrine-epinephrine vasoconstriction during regulation of blood pressure) GO:0001996(positive regulation of heart contraction rate by epinephrine-norepinephrine) GO:0001997(increased strength of heart contraction by epinephrine-norepinephrine) GO:0004871(signal transducer activity) GO:0004872(receptor activity) GO:0004930(G-protein coupled receptor activity) GO:0004935(adrenoceptor activity) GO:0004937(alpha1-adrenergic receptor activity) GO:0005624(membrane fraction) GO:0007165(signal transduction) GO:0007186(G-protein coupled receptor protein signaling pathway) GO:0007200(G-protein signaling, coupled to IP3 second messenger (phospholipase C activating)) GO:0007512(adult heart development) GO:0007626(locomotory behavior) GO:0008542(visual learning) GO:0016020(membrane) GO:0016021(integral to membrane) GO:0016049(cell growth) GO:0035265(organ growth) GO:0042593(glucose homeostasis) GO:0043278(response to morphine) GO:0043410(positive regulation of MAPKKK cascade) GO:0045818(negative regulation of glycogen catabolism) GO:0045819(positive regulation of glycogen catabolism) GO:0048148(behavioral response to cocaine)
NM_021515	GO:0000166(nucleotide binding) GO:0004017(adenylate kinase activity) GO:0005524(ATP binding) GO:0005737(cytoplasm) GO:0005739(mitochondrion) GO:0005886(plasma membrane) GO:0006139(nucleobase, nucleoside, nucleotide and nucleic acid metabolism) GO:0007050(cell cycle arrest) GO:0016301(kinase activity) GO:0016740(transferase activity) GO:0019201(nucleotide kinase activity) GO:0046034(ATP metabolism) EC 2 EC 2.7.4.3
NM_029787	
NM_029787	
NM_008074	GO:0004872(receptor activity) GO:0004890(GABA-A receptor activity) GO:0005216(ion channel activity) GO:0005230(extracellular ligand-gated ion channel activity) GO:0005515(protein binding) GO:0005887(integral to plasma membrane) GO:0006457(protein folding) GO:0006810(transport) GO:0006811(ion transport) GO:0006821(chloride transport) GO:0007214(gamma-aminobutyric acid signaling pathway) GO:0007268(synaptic transmission) GO:0016020(membrane) GO:0016021(integral to membrane) GO:0030594(neurotransmitter receptor activity) GO:0045211(postsynaptic membrane)
NM_011558	
NM_011558	
NM_007577	
NM_021325	GO:0004872(receptor activity) GO:0005515(protein binding) GO:0009897(external side of plasma membrane) GO:0016020(membrane) GO:0016021(integral to membrane)
NM_008121	
NM_008192	
NM_021544	
NM_011534	GO:0003677(DNA binding) GO:0003700(transcription factor activity) GO:0005634(nucleus) GO:0006350(transcription) GO:0006355(regulation of transcription, DNA-dependent) GO:0007275(development) GO:0007569(cell aging) GO:0016481(negative regulation of transcription) GO:0016564(transcriptional repressor activity) GO:0030879(mammary gland development) GO:0048754(branching morphogenesis of a tube)
NM_010483	
NM_008417	
NM_009171	GO:0004372(glycine hydroxymethyltransferase activity) GO:0005739(mitochondrion) GO:0006544(glycine metabolism) GO:0006563(L-serine metabolism) GO:0006730(one-carbon compound metabolism) GO:0008372(cellular component unknown) GO:0016740(transferase activity) EC 2 EC 2.1.2.1
BI409406	GO:0004871(signal transducer activity) GO:0005515(protein binding) GO:0005634(nucleus) GO:0005737(cytoplasm) GO:0005829(cytosol) GO:0007600(sensory perception) GO:0007608(sensory perception of smell)
BI409406	GO:0004871(signal transducer activity) GO:0005515(protein binding) GO:0005634(nucleus) GO:0005737(cytoplasm) GO:0005829(cytosol) GO:0007600(sensory perception) GO:0007608(sensory perception of smell)
NM_010389	GO:0003823(antigen binding) GO:0005515(protein binding) GO:0005622(intracellular) GO:0005764(lysosome) GO:0005769(early endosome) GO:0005771(multivesicular body) GO:0005794(Golgi apparatus) GO:0005886(plasma membrane) GO:0006952(defense response) GO:0006955(immune response) GO:0009897(external side of plasma membrane) GO:0016020(membrane) GO:0016021(integral to membrane) GO:0019882(antigen presentation) GO:0019884(antigen presentation, exogenous antigen) GO:0019886(antigen processing, exogenous antigen via MHC class II) GO:0042591(antigen presentation, exogenous antigen via MHC class II) GO:0042605(peptide antigen binding) GO:0042613(MHC class II protein complex) GO:0045012(MHC class II receptor activity) GO:0048002(antigen presentation, peptide antigen) GO:0048005(antigen presentation, exogenous peptide antigen)
NM_009380	GO:0003677(DNA binding) GO:0003700(transcription factor activity) GO:0003707(steroid hormone receptor activity) GO:0004872(receptor activity) GO:0004879(ligand-dependent nuclear receptor activity) GO:0004887(thyroid hormone receptor activity) GO:0005515(protein binding) GO:0005634(nucleus) GO:0006350(transcription) GO:0006355(regulation of transcription, DNA-dependent) GO:0007605(sensory perception of sound) GO:0008016(regulation of heart contraction) GO:0008270(zinc ion binding) GO:0009887(organ morphogenesis) GO:0016481(negative regulation of transcription) GO:0016564(transcriptional repressor activity) GO:0043565(sequence-specific DNA binding) GO:0046872(metal ion binding)
NM_021712	GO:0030285(integral to synaptic vesicle membrane) GO:0043005(neuron projection) GO:0045202(synapse)
NM_011924	
NM_009233	
NM_020283	GO:0000139(Golgi membrane) GO:0005615(extracellular space) GO:0005795(Golgi stack) GO:0006486(protein amino acid glycosylation) GO:0008378(galactosyltransferase activity) GO:0008499(UDP-galactose:beta-N-acetylglucosamine beta-1,3-galactosyltransferase activity) GO:0009312(oligosaccharide biosynthesis) GO:0016020(membrane) GO:0016021(integral to membrane) GO:0016740(transferase activity) GO:0016757(transferase activity, transferring glycosyl groups) GO:0030145(manganese ion binding) EC 2 EC 2.4
NM_008314	
BC016135	GO:0003924(GTPase activity) GO:0004871(signal transducer activity) GO:0005834(heterotrimeric G-protein complex) GO:0007165(signal transduction) GO:0007186(G-protein coupled receptor protein signaling pathway) GO:0007200(G-protein signaling, coupled to IP3 second messenger (phospholipase C activating)) GO:0007213(acetylcholine receptor signaling, muscarinic pathway) GO:0007265(Ras protein signal transduction) GO:0007603(phototransduction, visible light) GO:0008283(cell proliferation) GO:0050909(sensory perception of taste)
NM_015741	
U41047	GO:0001829(trophectodermal cell differentiation) GO:0001892(embryonic placenta development) GO:0003677(DNA binding) GO:0003700(transcription factor activity) GO:0005634(nucleus) GO:0005667(transcription factor complex) GO:0006350(transcription) GO:0006355(regulation of transcription, DNA-dependent) GO:0007275(development) GO:0043565(sequence-specific DNA binding)
AY037785	
AF110506	GO:0003677(DNA binding) GO:0003700(transcription factor activity) GO:0005515(protein binding) GO:0005634(nucleus) GO:0005667(transcription factor complex) GO:0006350(transcription) GO:0006355(regulation of transcription, DNA-dependent) GO:0006357(regulation of transcription from RNA polymerase II promoter) GO:0007368(determination of left/right symmetry) GO:0009952(anterior/posterior pattern formation) GO:0035054(embryonic heart tube anterior/posterior pattern formation) GO:0043565(sequence-specific DNA binding) GO:0045944(positive regulation of transcription from RNA polymerase II promoter)
AF110506	GO:0003677(DNA binding) GO:0003700(transcription factor activity) GO:0005515(protein binding) GO:0005634(nucleus) GO:0005667(transcription factor complex) GO:0006350(transcription) GO:0006355(regulation of transcription, DNA-dependent) GO:0006357(regulation of transcription from RNA polymerase II promoter) GO:0007368(determination of left/right symmetry) GO:0009952(anterior/posterior pattern formation) GO:0035054(embryonic heart tube anterior/posterior pattern formation) GO:0043565(sequence-specific DNA binding) GO:0045944(positive regulation of transcription from RNA polymerase II promoter)
AF236084	
NM_026292	
AF196480	GO:0005515(protein binding) GO:0005622(intracellular) GO:0005874(microtubule) GO:0006512(ubiquitin cycle) GO:0007026(negative regulation of microtubule depolymerization) GO:0008270(zinc ion binding) GO:0015630(microtubule cytoskeleton) GO:0016874(ligase activity) GO:0046872(metal ion binding) EC 6
NM_009992	GO:0004497(monooxygenase activity) GO:0005506(iron ion binding) GO:0005615(extracellular space) GO:0005783(endoplasmic reticulum) GO:0005792(microsome) GO:0006118(electron transport) GO:0016020(membrane) GO:0016491(oxidoreductase activity) GO:0016712(oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen) GO:0020037(heme binding) GO:0046872(metal ion binding) EC 1 EC 1.14.14
NM_011027	
NM_020496	
NM_008849	
NM_010402	GO:0001525(angiogenesis) GO:0003677(DNA binding) GO:0003700(transcription factor activity) GO:0005515(protein binding) GO:0005634(nucleus) GO:0005667(transcription factor complex) GO:0006350(transcription) GO:0006355(regulation of transcription, DNA-dependent) GO:0007275(development) GO:0007507(heart development) GO:0014032(neural crest cell development) GO:0030154(cell differentiation) GO:0030528(transcription regulator activity) GO:0045449(regulation of transcription) GO:0045944(positive regulation of transcription from RNA polymerase II promoter) GO:0046982(protein heterodimerization activity)
NM_008412	
NM_008171	GO:0000287(magnesium ion binding) GO:0004872(receptor activity) GO:0004970(ionotropic glutamate receptor activity) GO:0005215(transporter activity) GO:0005216(ion channel activity) GO:0005234(glutamate-gated ion channel activity) GO:0005509(calcium ion binding) GO:0005515(protein binding) GO:0005615(extracellular space) GO:0005624(membrane fraction) GO:0006810(transport) GO:0006811(ion transport) GO:0007268(synaptic transmission) GO:0008021(synaptic vesicle) GO:0016020(membrane) GO:0016021(integral to membrane) GO:0045202(synapse) GO:0045211(postsynaptic membrane)
NM_009341	GO:0000004(biological process unknown) GO:0005554(molecular function unknown) GO:0008372(cellular component unknown)
NM_009341	GO:0000004(biological process unknown) GO:0005554(molecular function unknown) GO:0008372(cellular component unknown)
NM_020555	
NM_010636	
NM_009290	
U70369	GO:0004197(cysteine-type endopeptidase activity) GO:0004221(ubiquitin thiolesterase activity) GO:0004843(ubiquitin-specific protease activity) GO:0006511(ubiquitin-dependent protein catabolism) GO:0006512(ubiquitin cycle) GO:0008233(peptidase activity) GO:0008234(cysteine-type peptidase activity) GO:0016579(protein deubiquitination) GO:0016787(hydrolase activity) EC 3 EC 3.1.2.15 EC 3.4.22
NM_007812	GO:0004497(monooxygenase activity) GO:0005506(iron ion binding) GO:0005783(endoplasmic reticulum) GO:0005792(microsome) GO:0006118(electron transport) GO:0016020(membrane) GO:0016491(oxidoreductase activity) GO:0016712(oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen) GO:0020037(heme binding) GO:0046872(metal ion binding) GO:0050381(unspecific monooxygenase activity) EC 1 EC 1.14.14 EC 1.14.14.1
AF329969	
NM_008888	
NM_007923	
NM_009314	
NM_008315	
NM_026351	
NM_008561	
NM_031398	
NM_008275	GO:0001501(skeletal development) GO:0003677(DNA binding) GO:0003700(transcription factor activity) GO:0005634(nucleus) GO:0005667(transcription factor complex) GO:0006350(transcription) GO:0006355(regulation of transcription, DNA-dependent) GO:0007275(development) GO:0007389(pattern specification) GO:0009887(organ morphogenesis) GO:0030326(embryonic limb morphogenesis) GO:0042127(regulation of cell proliferation) GO:0043565(sequence-specific DNA binding) GO:0045449(regulation of transcription)
NM_011474	
NM_019443	GO:0003954(NADH dehydrogenase activity) GO:0005615(extracellular space) GO:0005739(mitochondrion) GO:0008137(NADH dehydrogenase (ubiquinone) activity) GO:0016491(oxidoreductase activity) EC 1 EC 1.6.5.3 EC 1.6.99.3
NM_007845	GO:0005543(phospholipid binding) GO:0005576(extracellular region) GO:0006952(defense response) GO:0009613(response to pest, pathogen or parasite) GO:0042742(defense response to bacteria)
NM_008008	GO:0000074(regulation of progression through cell cycle) GO:0005104(fibroblast growth factor receptor binding) GO:0005576(extracellular region) GO:0005615(extracellular space) GO:0005794(Golgi apparatus) GO:0007165(signal transduction) GO:0008083(growth factor activity) GO:0008283(cell proliferation) GO:0008284(positive regulation of cell proliferation)
NM_011105	
U63408	
NM_010080	
NM_009484	
NM_010572	
NM_009540	
NM_011946	
NM_021360	GO:0005515(protein binding) GO:0005634(nucleus) GO:0005737(cytoplasm) GO:0005886(plasma membrane) GO:0006512(ubiquitin cycle) GO:0007288(sperm axoneme assembly) GO:0007595(lactation) GO:0008270(zinc ion binding) GO:0009605(response to external stimulus) GO:0030317(sperm motility) GO:0046872(metal ion binding)
